Median Household Income-Number; NaturalBreaks
Data downloaded on 28-October-2025
County_FIPS,County,State,Obesity-2014-Percentage,Median Household Income-2022 & 2018-2022-Number
29147,Nodaway County,Missouri,29.6,57507
13249,Schley County,Georgia,26.5,57510
48177,Gonzales County,Texas,28.7,57523
27159,Wadena County,Minnesota,27.2,57527
40037,Creek County,Oklahoma,33.6,57545
46073,Jerauld County,South Dakota,23.7,57560
54095,Tyler County,West Virginia,25,57560
20169,Saline County,Kansas,34,57563
48217,Hill County,Texas,25.5,57566
42047,Elk County,Pennsylvania,27.1,57570
38001,Adams County,North Dakota,29.8,57593
54107,Wood County,West Virginia,33.9,57599
26039,Crawford County,Michigan,26.1,57600
42005,Armstrong County,Pennsylvania,33.1,57609
05063,Independence County,Arkansas,31.5,57611
38051,Mcintosh County,North Dakota,28.6,57614
13063,Clayton County,Georgia,35.2,57625
29127,Marion County,Missouri,33.4,57635
06023,Humboldt County,California,27.5,57660
20155,Reno County,Kansas,34.4,57663
12007,Bradford County,Florida,32.8,57664
17095,Knox County,Illinois,25.7,57666
29201,Scott County,Missouri,30.4,57678
18075,Jay County,Indiana,28.7,57690
37043,Clay County,North Carolina,24.1,57698
42085,Mercer County,Pennsylvania,28.5,57702
48467,Van Zandt County,Texas,28,57706
17029,Coles County,Illinois,24.8,57712
17051,Fayette County,Illinois,27.2,57729
51155,Pulaski County,Virginia,30.9,57731
47023,Chester County,Tennessee,25.9,57732
55067,Langlade County,Wisconsin,28,57745
21079,Garrard County,Kentucky,24.8,57748
54033,Harrison County,West Virginia,31.6,57764
48369,Parmer County,Texas,30.1,57786
46109,Roberts County,South Dakota,26.8,57788
48395,Robertson County,Texas,27.8,57796
27011,Big Stone County,Minnesota,24,57821
42097,Northumberland County,Pennsylvania,35,57822
18143,Scott County,Indiana,26,57837
42031,Clarion County,Pennsylvania,29.9,57844
48407,San Jacinto County,Texas,26.2,57855
48151,Fisher County,Texas,27,57867
05115,Pope County,Arkansas,27.5,57881
29005,Atchison County,Missouri,23.7,57883
42013,Blair County,Pennsylvania,29.8,57884
37189,Watauga County,North Carolina,24.9,57888
13143,Haralson County,Georgia,25.3,57912
39095,Lucas County,Ohio,34.3,57971
21021,Boyle County,Kentucky,26.8,57975
26123,Newaygo County,Michigan,30.7,57992
18163,Vanderburgh County,Indiana,32,57997
28067,Jones County,Mississippi,36,58000
19185,Wayne County,Iowa,27.8,58000
37051,Cumberland County,North Carolina,32.5,58013
31031,Cherry County,Nebraska,24.8,58017
20185,Stafford County,Kansas,26.7,58019
29109,Lawrence County,Missouri,25.6,58031
37151,Randolph County,North Carolina,30.9,58037
40003,Alfalfa County,Oklahoma,27.9,58045
20105,Lincoln County,Kansas,26.4,58049
48333,Mills County,Texas,25.8,58068
26057,Gratiot County,Michigan,29.7,58074
54029,Hancock County,West Virginia,29.7,58077
42083,Mckean County,Pennsylvania,29.5,58112
48263,Kent County,Texas,29.4,58118
31021,Burt County,Nebraska,28.6,58125
54023,Grant County,West Virginia,31.9,58150
42061,Huntingdon County,Pennsylvania,27,58170
36057,Montgomery County,New York,24.5,58176
12041,Gilchrist County,Florida,29.5,58178
30039,Granite County,Montana,26.2,58186
17061,Greene County,Illinois,26.2,58196
55077,Marquette County,Wisconsin,31,58197
51057,Essex County,Virginia,25.3,58214
21225,Union County,Kentucky,25,58223
18083,Knox County,Indiana,29.2,58238
31063,Frontier County,Nebraska,29.8,58241
37105,Lee County,North Carolina,28.8,58244
28081,Lee County,Mississippi,29.4,58266
54027,Hampshire County,West Virginia,29.2,58266
36023,Cortland County,New York,25.6,58274
18165,Vermillion County,Indiana,27.8,58280
48243,Jeff Davis County,Texas,25.8,58285
48503,Young County,Texas,26,58297
21023,Bracken County,Kentucky,29.6,58301
26121,Muskegon County,Michigan,34.1,58303
08101,Pueblo County,Colorado,27.7,58314
08083,Montezuma County,Colorado,24.9,58345
41023,Grant County,Oregon,25.9,58348
55079,Milwaukee County,Wisconsin,32.9,58375
48321,Matagorda County,Texas,30,58380
02198,Prince of Wales-Hyder Census Area,Alaska,28.2,58381
17047,Edwards County,Illinois,26.7,58387
48285,Lavaca County,Texas,28.9,58400
48449,Titus County,Texas,27.7,58411
31057,Dundy County,Nebraska,31.2,58441
21073,Franklin County,Kentucky,28.2,58456
31163,Sherman County,Nebraska,30.7,58456
13225,Peach County,Georgia,28.9,58471
17121,Marion County,Illinois,29.5,58489
37099,Jackson County,North Carolina,27.5,58491
18149,Starke County,Indiana,33.2,58523
51820,Waynesboro City,Virginia,25.2,58527
45083,Spartanburg County,South Carolina,28.9,58535
21213,Simpson County,Kentucky,28.2,58550
55075,Marinette County,Wisconsin,28.8,58554
31077,Greeley County,Nebraska,29.1,58561
48297,Live Oak County,Texas,26.7,58576
20017,Chase County,Kansas,23.4,58580
47169,Trousdale County,Tennessee,24.7,58584
17081,Jefferson County,Illinois,27.4,58623
28137,Tate County,Mississippi,31.5,58623
22055,Lafayette Parish,Louisiana,30.4,58641
37167,Stanly County,North Carolina,27,58642
53047,Okanogan County,Washington,27.6,58661
40113,Osage County,Oklahoma,30.1,58677
47115,Marion County,Tennessee,27,58686
20209,Wyandotte County,Kansas,34.8,58701
51760,Richmond City,Virginia,28.2,58719
56015,Goshen County,Wyoming,29.3,58720
42073,Lawrence County,Pennsylvania,31.1,58730
36045,Jefferson County,New York,27.3,58763
12001,Alachua County,Florida,24.3,58783
13195,Madison County,Georgia,27.6,58789
39119,Muskingum County,Ohio,29.2,58791
46055,Haakon County,South Dakota,23.8,58799
39115,Morgan County,Ohio,29.8,58803
31171,Thomas County,Nebraska,29.8,58818
29159,Pettis County,Missouri,32.2,58827
20147,Phillips County,Kansas,25,58834
23017,Oxford County,Maine,30.7,58842
39065,Hardin County,Ohio,29.9,58844
38027,Eddy County,North Dakota,25.9,58848
54049,Marion County,West Virginia,30.3,58855
31123,Morrill County,Nebraska,27.2,58889
42035,Clinton County,Pennsylvania,29.6,58892
48373,Polk County,Texas,25.4,58894
19137,Montgomery County,Iowa,32.2,58895
30093,Silver Bow County,Montana,25.9,58898
06103,Tehama County,California,26.7,58900
20025,Clark County,Kansas,25.3,58914
47085,Humphreys County,Tennessee,26.6,58917
26033,Chippewa County,Michigan,31.8,58924
18095,Madison County,Indiana,32.4,58926
21143,Lyon County,Kentucky,26.9,58938
20117,Marshall County,Kansas,28.6,58942
19003,Adams County,Iowa,25,58973
08075,Logan County,Colorado,27.5,58976
38069,Pierce County,North Dakota,29.2,59007
02050,Bethel Census Area,Alaska,27.3,59011
39101,Marion County,Ohio,34.8,59012
19111,Lee County,Iowa,30,59017
20027,Clay County,Kansas,32.4,59021
01077,Lauderdale County,Alabama,31.6,59023
18021,Clay County,Indiana,29.1,59057
27001,Aitkin County,Minnesota,28.6,59064
37139,Pasquotank County,North Carolina,30.8,59066
24023,Garrett County,Maryland,28.7,59080
29163,Pike County,Missouri,25.5,59081
20005,Atchison County,Kansas,33.2,59085
30055,Mccone County,Montana,22.7,59086
54061,Monongalia County,West Virginia,29.4,59094
20153,Rawlins County,Kansas,25.8,59116
42037,Columbia County,Pennsylvania,35.3,59127
48319,Mason County,Texas,26.6,59129
48303,Lubbock County,Texas,28,59138
26079,Kalkaska County,Michigan,26.8,59160
21077,Gallatin County,Kentucky,28.3,59175
30013,Cascade County,Montana,27,59184
36033,Franklin County,New York,24,59192
35025,Lea County,New Mexico,33.9,59194
39167,Washington County,Ohio,33,59196
47143,Rhea County,Tennessee,24.1,59207
55129,Washburn County,Wisconsin,28.3,59221
21041,Carroll County,Kentucky,25.4,59226
26113,Missaukee County,Michigan,24.9,59230
17175,Stark County,Illinois,26.8,59234
49007,Carbon County,Utah,25.8,59243
13281,Towns County,Georgia,23.9,59273
29073,Gasconade County,Missouri,29.3,59287
42033,Clearfield County,Pennsylvania,36.6,59318
38039,Griggs County,North Dakota,22.7,59332
53051,Pend Oreille County,Washington,26.5,59332
36075,Oswego County,New York,28.2,59335
42079,Luzerne County,Pennsylvania,27.6,59358
39161,Van Wert County,Ohio,32.3,59377
26003,Alger County,Michigan,25,59390
31061,Franklin County,Nebraska,31.3,59400
36089,St. Lawrence County,New York,27.9,59451
45043,Georgetown County,South Carolina,28.9,59457
39071,Highland County,Ohio,28.4,59464
31095,Jefferson County,Nebraska,34,59478
18069,Huntington County,Indiana,28.8,59491
46005,Beadle County,South Dakota,30.2,59508
48299,Llano County,Texas,25,59528
47155,Sevier County,Tennessee,27.4,59530
22057,Lafourche Parish,Louisiana,36.4,59575
48227,Howard County,Texas,26.1,59598
19101,Jefferson County,Iowa,25.9,59603
48265,Kerr County,Texas,28,59619
19083,Hardin County,Iowa,31,59622
39157,Tuscarawas County,Ohio,32.3,59626
55069,Lincoln County,Wisconsin,29.1,59637
01081,Lee County,Alabama,27.8,59637
20107,Linn County,Kansas,28.3,59651
26025,Calhoun County,Michigan,32.6,59652
54057,Mineral County,West Virginia,29.6,59669
20003,Anderson County,Kansas,30.3,59683
19057,Des Moines County,Iowa,28.4,59688
48459,Upshur County,Texas,26.1,59690
56003,Big Horn County,Wyoming,28.2,59702
13083,Dade County,Georgia,29.5,59708
48089,Colorado County,Texas,27.6,59711
48193,Hamilton County,Texas,26.4,59753
51017,Bath County,Virginia,23.7,59763
48365,Panola County,Texas,28.3,59772
29225,Webster County,Missouri,29.5,59784
17087,Johnson County,Illinois,26.2,59794
13179,Liberty County,Georgia,32.8,59807
48013,Atascosa County,Texas,30.1,59817
16047,Gooding County,Idaho,27.5,59838
20007,Barber County,Kansas,30.6,59845
37137,Pamlico County,North Carolina,25.7,59845
28045,Hancock County,Mississippi,29.9,59874
27007,Beltrami County,Minnesota,29.7,59882
21229,Washington County,Kentucky,26.1,59937
38063,Nelson County,North Dakota,29.4,59947
42113,Sullivan County,Pennsylvania,25.1,59957
48069,Castro County,Texas,28.4,59958
47129,Morgan County,Tennessee,25,59967
27033,Cottonwood County,Minnesota,29.8,59981
20061,Geary County,Kansas,31.8,60026
21145,Mccracken County,Kentucky,30.5,60026
51710,Norfolk City,Virginia,28.6,60030
55113,Sawyer County,Wisconsin,28.2,60034
19159,Ringgold County,Iowa,25.4,60061
51139,Page County,Virginia,25,60061
26059,Hillsdale County,Michigan,28.2,60070
29101,Johnson County,Missouri,30.9,60086
48143,Erath County,Texas,27.5,60093
16057,Latah County,Idaho,21.9,60108
31145,Red Willow County,Nebraska,30.6,60108
46015,Brule County,South Dakota,27.3,60133
18093,Lawrence County,Indiana,34,60141
31085,Hayes County,Nebraska,28.3,60141
51159,Richmond County,Virginia,27.9,60180
19133,Monona County,Iowa,25.5,60237
54069,Ohio County,West Virginia,28.5,60241
47161,Stewart County,Tennessee,25.9,60242
19117,Lucas County,Iowa,23.8,60245
48355,Nueces County,Texas,34.9,60250
13079,Crawford County,Georgia,25.1,60295
40099,Murray County,Oklahoma,33.4,60307
06035,Lassen County,California,24.7,60308
31041,Custer County,Nebraska,30.2,60328
48451,Tom Green County,Texas,27.6,60348
30077,Powell County,Montana,26.3,60350
39141,Ross County,Ohio,29,60352
48041,Brazos County,Texas,29.2,60355
39003,Allen County,Ohio,33.7,60384
48415,Scurry County,Texas,26.9,60387
39127,Perry County,Ohio,32.8,60448
18017,Cass County,Indiana,27.3,60452
30103,Treasure County,Montana,23.9,60454
30027,Fergus County,Montana,26.3,60466
18131,Pulaski County,Indiana,26.6,60487
31115,Loup County,Nebraska,26.9,60487
26149,St. Joseph County,Michigan,30.4,60489
31089,Holt County,Nebraska,28.1,60502
19009,Audubon County,Iowa,25.1,60504
41065,Wasco County,Oregon,24.4,60506
48007,Aransas County,Texas,25.9,60523
36007,Broome County,New York,27.6,60533
31097,Johnson County,Nebraska,25.6,60549
01009,Blount County,Alabama,30.7,60553
51840,Winchester City,Virginia,25.6,60557
36101,Steuben County,New York,27.6,60558
19145,Page County,Iowa,32.5,60567
22095,St. John The Baptist Parish,Louisiana,33,60569
26065,Ingham County,Michigan,28.9,60571
05031,Craighead County,Arkansas,30.5,60580
47083,Houston County,Tennessee,25.6,60581
12053,Hernando County,Florida,29.1,60582
21187,Owen County,Kentucky,23.7,60592
13111,Fannin County,Georgia,24.1,60604
31101,Keith County,Nebraska,26.1,60608
18001,Adams County,Indiana,28.5,60620
37023,Burke County,North Carolina,28.6,60629
17115,Macon County,Illinois,25.4,60648
21227,Warren County,Kentucky,30.6,60651
37143,Perquimans County,North Carolina,26.2,60665
30045,Judith Basin County,Montana,27.8,60677
55051,Iron County,Wisconsin,26.3,60694
38047,Logan County,North Dakota,27,60695
56043,Washakie County,Wyoming,26.8,60699
40139,Texas County,Oklahoma,29.4,60719
20127,Morris County,Kansas,29.3,60741
19005,Allamakee County,Iowa,30.1,60743
12125,Union County,Florida,34,60749
36017,Chenango County,New York,27.8,60755
23019,Penobscot County,Maine,28.9,60761
30021,Dawson County,Montana,28.8,60763
16045,Gem County,Idaho,28.5,60771
48475,Ward County,Texas,28.3,60775
17125,Mason County,Illinois,27.6,60784
47089,Jefferson County,Tennessee,29.5,60785
48001,Anderson County,Texas,27.9,60800
31165,Sioux County,Nebraska,26.1,60806
39035,Cuyahoga County,Ohio,29.3,60808
48055,Caldwell County,Texas,25.8,60833
16067,Minidoka County,Idaho,31,60834
18103,Miami County,Indiana,30.7,60835
26031,Cheboygan County,Michigan,27.4,60849
46049,Faulk County,South Dakota,24.6,60853
51103,Lancaster County,Virginia,27.6,60857
46075,Jones County,South Dakota,24.4,60864
01125,Tuscaloosa County,Alabama,33.7,60875
34011,Cumberland County,New Jersey,34.2,60892
37093,Hoke County,North Carolina,28,60903
16049,Idaho County,Idaho,24.5,60907
18023,Clinton County,Indiana,27.4,60916
48183,Gregg County,Texas,34.2,60932
47107,Mcminn County,Tennessee,28.8,60950
38029,Emmons County,North Dakota,28.1,60952
48147,Fannin County,Texas,26.1,60959
21097,Harrison County,Kentucky,26.2,60962
39171,Williams County,Ohio,33.4,60983
17177,Stephenson County,Illinois,33.2,60988
21151,Madison County,Kentucky,30.6,60994
45079,Richland County,South Carolina,31.6,61010
46003,Aurora County,South Dakota,24.2,61013
45055,Kershaw County,South Carolina,27.5,61015
18141,St. Joseph County,Indiana,29.9,61028
37001,Alamance County,North Carolina,33.5,61034
48035,Bosque County,Texas,26.3,61048
37159,Rowan County,North Carolina,30.3,61105
16043,Fremont County,Idaho,26.6,61115
31169,Thayer County,Nebraska,27,61125
19045,Clinton County,Iowa,31.1,61136
31051,Dixon County,Nebraska,30.5,61144
22051,Jefferson Parish,Louisiana,35.3,61157
42069,Lackawanna County,Pennsylvania,29.4,61168
18161,Union County,Indiana,24.8,61171
56031,Platte County,Wyoming,27.1,61185
48185,Grimes County,Texas,27.1,61188
42117,Tioga County,Pennsylvania,27.3,61190
19029,Cass County,Iowa,32.3,61204
17019,Champaign County,Illinois,25.5,61205
51175,Southampton County,Virginia,24.1,61246
40153,Woodward County,Oklahoma,34.2,61248
20177,Shawnee County,Kansas,32.9,61255
51009,Amherst County,Virginia,26.7,61271
50021,Rutland County,Vermont,30,61290
27165,Watonwan County,Minnesota,24.1,61295
26075,Jackson County,Michigan,30.5,61299
37145,Person County,North Carolina,27.7,61302
45037,Edgefield County,South Carolina,31.1,61318
45051,Horry County,South Carolina,29.9,61375
22033,East Baton Rouge Parish,Louisiana,32,61376
40103,Noble County,Oklahoma,26.4,61415
47051,Franklin County,Tennessee,26.8,61417
36025,Delaware County,New York,27.4,61424
47157,Shelby County,Tennessee,30.4,61452
37197,Yadkin County,North Carolina,28,61464
39077,Huron County,Ohio,29.6,61482
08121,Washington County,Colorado,26.3,61492
16053,Jerome County,Idaho,30.3,61509
36035,Fulton County,New York,28.2,61512
46115,Spink County,South Dakota,27,61513
28059,Jackson County,Mississippi,30.6,61515
20135,Ness County,Kansas,25.7,61539
13171,Lamar County,Georgia,27.3,61542
51193,Westmoreland County,Virginia,27.2,61545
54009,Brooke County,West Virginia,32.5,61551
50005,Caledonia County,Vermont,28.1,61554
19179,Wapello County,Iowa,31.8,61555
12073,Leon County,Florida,25.7,61560
40109,Oklahoma County,Oklahoma,30.7,61580
37149,Polk County,North Carolina,23.2,61585
26117,Montcalm County,Michigan,31.6,61590
47103,Lincoln County,Tennessee,25.3,61591
26103,Marquette County,Michigan,27.6,61598
48461,Upton County,Texas,28.8,61607
12033,Escambia County,Florida,27.2,61634
48111,Dallam County,Texas,28.2,61636
26159,Van Buren County,Michigan,28.8,61638
21049,Clark County,Kentucky,27.1,61641
41063,Wallowa County,Oregon,21.6,61648
18139,Rush County,Indiana,29.7,61653
21003,Allen County,Kentucky,29.4,61655
16063,Lincoln County,Idaho,27.9,61658
18055,Greene County,Indiana,30.2,61663
20051,Ellis County,Kansas,30,61675
13313,Whitfield County,Georgia,33.9,61680
51191,Washington County,Virginia,28,61686
20097,Kiowa County,Kansas,25.9,61700
40147,Washington County,Oklahoma,33.4,61704
29131,Miller County,Missouri,26.1,61711
45073,Oconee County,South Carolina,26.1,61716
29169,Pulaski County,Missouri,24.8,61718
27091,Martin County,Minnesota,28.6,61721
16075,Payette County,Idaho,31,61725
20159,Rice County,Kansas,28.9,61727
42081,Lycoming County,Pennsylvania,30.9,61729
28071,Lafayette County,Mississippi,28.2,61736
17001,Adams County,Illinois,34.6,61747
01043,Cullman County,Alabama,29.1,61774
26021,Berrien County,Michigan,32.6,61790
22019,Calcasieu Parish,Louisiana,30.8,61797
48441,Taylor County,Texas,27.9,61798
01021,Chilton County,Alabama,30.3,61823
45053,Jasper County,South Carolina,32.9,61838
48255,Karnes County,Texas,29.6,61860
27023,Chippewa County,Minnesota,27.7,61878
48291,Liberty County,Texas,26,61880
17071,Henderson County,Illinois,26.3,61892
55057,Juneau County,Wisconsin,32.2,61904
51790,Staunton City,Virginia,24.7,61917
21093,Hardin County,Kentucky,31,61920
19151,Pocahontas County,Iowa,27.3,61927
31127,Nemaha County,Nebraska,32.7,61933
12105,Polk County,Florida,31.6,61941
48239,Jackson County,Texas,27.1,61953
28039,George County,Mississippi,30.6,61956
26155,Shiawassee County,Michigan,30,61959
50025,Windham County,Vermont,23.5,61976
26157,Tuscola County,Michigan,31.2,61978
01073,Jefferson County,Alabama,31.6,61996
19013,Black Hawk County,Iowa,29.8,62020
39005,Ashland County,Ohio,23.6,62037
17195,Whiteside County,Illinois,26.7,62038
31047,Dawson County,Nebraska,30.6,62089
48051,Burleson County,Texas,27.9,62095
05143,Washington County,Arkansas,29,62100
13311,White County,Georgia,25.2,62100
31083,Harlan County,Nebraska,28.7,62104
13213,Murray County,Georgia,33,62109
16005,Bannock County,Idaho,27.6,62120
17017,Cass County,Illinois,25.4,62129
27077,Lake Of The Woods County,Minnesota,25.2,62143
36041,Hamilton County,New York,23.4,62149
37175,Transylvania County,North Carolina,22.3,62173
51097,King And Queen County,Virginia,25.3,62180
37133,Onslow County,North Carolina,28.7,62190
36043,Herkimer County,New York,26.6,62197
13035,Butts County,Georgia,25.6,62231
13237,Putnam County,Georgia,26.9,62241
55085,Oneida County,Wisconsin,29.6,62242
18007,Benton County,Indiana,24.2,62248
53027,Grays Harbor County,Washington,34.9,62258
01103,Morgan County,Alabama,26.5,62260
20199,Wallace County,Kansas,24.1,62309
28073,Lamar County,Mississippi,28,62326
55005,Barron County,Wisconsin,28.2,62344
37087,Haywood County,North Carolina,28.7,62374
51011,Appomattox County,Virginia,25.8,62375
36031,Essex County,New York,23.7,62376
42109,Snyder County,Pennsylvania,30.7,62382
51678,Lexington City,Virginia,24.6,62382
53001,Adams County,Washington,33.1,62410
18049,Fulton County,Indiana,32.6,62412
48027,Bell County,Texas,29.2,62412
13137,Habersham County,Georgia,27.3,62428
01031,Coffee County,Alabama,29.3,62429
08057,Jackson County,Colorado,24.7,62439
31111,Lincoln County,Nebraska,30.4,62442
39091,Logan County,Ohio,28.4,62449
18119,Owen County,Indiana,31.4,62460
48165,Gaines County,Texas,29,62465
39143,Sandusky County,Ohio,31,62473
39019,Carroll County,Ohio,28.3,62482
13221,Oglethorpe County,Georgia,27.2,62504
29095,Jackson County,Missouri,31,62509
17201,Winnebago County,Illinois,33.4,62557
46025,Clark County,South Dakota,24.3,62559
51063,Floyd County,Virginia,24.3,62561
17157,Randolph County,Illinois,26.7,62575
48277,Lamar County,Texas,29.1,62620
36123,Yates County,New York,26.1,62637
17161,Rock Island County,Illinois,30.6,62652
42067,Juniata County,Pennsylvania,30.5,62661
47011,Bradley County,Tennessee,32.1,62666
51045,Craig County,Virginia,25.3,62672
31181,Webster County,Nebraska,29.6,62679
45007,Anderson County,South Carolina,33,62708
51071,Giles County,Virginia,26.6,62716
08111,San Juan County,Colorado,24.2,62732
48057,Calhoun County,Texas,27.8,62742
48501,Yoakum County,Texas,28,62748
18097,Marion County,Indiana,32.7,62776
46037,Day County,South Dakota,26,62786
39113,Montgomery County,Ohio,34.3,62794
16021,Boundary County,Idaho,26.1,62801
48175,Goliad County,Texas,27,62841
48213,Henderson County,Texas,27.5,62843
23001,Androscoggin County,Maine,32.3,62848
32510,Carson City,Nevada,23.6,62859
31125,Nance County,Nebraska,26.2,62863
08017,Cheyenne County,Colorado,27.2,62891
20129,Morton County,Kansas,25.9,62896
36073,Orleans County,New York,25.5,62900
55071,Manitowoc County,Wisconsin,27.1,62910
20193,Thomas County,Kansas,29.5,62916
20179,Sheridan County,Kansas,24.8,62918
48409,San Patricio County,Texas,28.7,62919
20191,Sumner County,Kansas,28.8,62921
53013,Columbia County,Washington,29,62935
46135,Yankton County,South Dakota,28.4,62951
46009,Bon Homme County,South Dakota,26,62963
17169,Schuyler County,Illinois,26.9,62968
30091,Sheridan County,Montana,28,62982
37067,Forsyth County,North Carolina,31.8,62992
20139,Osage County,Kansas,34.1,62995
16039,Elmore County,Idaho,27.7,63009
27071,Koochiching County,Minnesota,27.1,63035
02164,Lake and Peninsula Borough,Alaska,26.1,63038
17011,Bureau County,Illinois,25.1,63042
53077,Yakima County,Washington,29.3,63058
37049,Craven County,North Carolina,27.5,63076
42059,Greene County,Pennsylvania,30.3,63082
29157,Perry County,Missouri,26.3,63127
20041,Dickinson County,Kansas,29.6,63136
27137,St. Louis County,Minnesota,26.9,63141
47015,Cannon County,Tennessee,26.5,63155
48309,Mclennan County,Texas,27.8,63160
23011,Kennebec County,Maine,30.1,63191
20109,Logan County,Kansas,26.4,63204
39147,Seneca County,Ohio,29.9,63221
36097,Schuyler County,New York,25.7,63233
18155,Switzerland County,Indiana,26.6,63246
06021,Glenn County,California,25.8,63247
29053,Cooper County,Missouri,29.2,63247
55043,Grant County,Wisconsin,28.7,63247
29045,Clark County,Missouri,30.7,63249
31003,Antelope County,Nebraska,26.4,63250
46111,Sanborn County,South Dakota,24.3,63266
19033,Cerro Gordo County,Iowa,30.5,63279
17067,Hancock County,Illinois,26.2,63324
51700,Newport News City,Virginia,30.3,63350
06007,Butte County,California,26.6,63353
55125,Vilas County,Wisconsin,25,63356
13241,Rabun County,Georgia,24.9,63387
42115,Susquehanna County,Pennsylvania,27.8,63413
22023,Cameron Parish,Louisiana,24.6,63413
48099,Coryell County,Texas,26.3,63428
05045,Faulkner County,Arkansas,31.2,63429
17045,Edgar County,Illinois,27,63430
47145,Roane County,Tennessee,28.5,63430
37059,Davie County,North Carolina,25.9,63436
20075,Hamilton County,Kansas,28.3,63442
40143,Tulsa County,Oklahoma,29,63442
31075,Grant County,Nebraska,25.4,63469
12129,Wakulla County,Florida,32.4,63482
31119,Madison County,Nebraska,30.9,63482
18125,Pike County,Indiana,27.3,63487
05053,Grant County,Arkansas,31.8,63512
51031,Campbell County,Virginia,28.8,63516
42015,Bradford County,Pennsylvania,30.8,63529
13127,Glynn County,Georgia,24.5,63532
19073,Greene County,Iowa,26.2,63562
36063,Niagara County,New York,29.7,63565
18137,Ripley County,Indiana,29.7,63571
20175,Seward County,Kansas,35.1,63579
37057,Davidson County,North Carolina,29.9,63590
18079,Jennings County,Indiana,27.4,63597
23027,Waldo County,Maine,25.7,63619
06045,Mendocino County,California,23.4,63621
06115,Yuba County,California,25.8,63626
26023,Branch County,Michigan,28,63634
20053,Ellsworth County,Kansas,28.8,63636
55019,Clark County,Wisconsin,29.3,63641
17023,Clark County,Illinois,27.8,63655
21067,Fayette County,Kentucky,27.4,63667
41007,Clatsop County,Oregon,27.9,63667
51775,Salem City,Virginia,24.4,63676
42107,Schuylkill County,Pennsylvania,31.7,63680
55007,Bayfield County,Wisconsin,27,63680
06031,Kings County,California,27.3,63683
19087,Henry County,Iowa,30.5,63702
29029,Camden County,Missouri,26.5,63703
49055,Wayne County,Utah,23.6,63705
13159,Jasper County,Georgia,25.9,63718
36105,Sullivan County,New York,26.9,63733
46035,Davison County,South Dakota,32.5,63753
19069,Franklin County,Iowa,24.4,63775
18027,Daviess County,Indiana,32.1,63777
18039,Elkhart County,Indiana,31.2,63777
17185,Wabash County,Illinois,27.1,63777
12097,Osceola County,Florida,28.1,63782
29186,Ste. Genevieve County,Missouri,24.2,63786
04009,Graham County,Arizona,31.9,63797
20201,Washington County,Kansas,26.1,63797
53025,Grant County,Washington,30.9,63809
22015,Bossier Parish,Louisiana,32.2,63812
37081,Guilford County,North Carolina,30.5,63822
48059,Callahan County,Texas,24.8,63836
02066,Copper River Census Area,Alaska,No Data,63837
40093,Major County,Oklahoma,27.2,63840
16083,Twin Falls County,Idaho,27,63860
55023,Crawford County,Wisconsin,31.2,63862
23009,Hancock County,Maine,24.7,63879
36065,Oneida County,New York,29.1,63894
48361,Orange County,Texas,28.8,63901
39039,Defiance County,Ohio,28.3,63904
27155,Traverse County,Minnesota,27.3,63913
20123,Mitchell County,Kansas,28.6,63929
37035,Catawba County,North Carolina,28.1,63934
06091,Sierra County,California,24.2,63939
13129,Gordon County,Georgia,24.4,63946
47159,Smith County,Tennessee,29.6,63960
55011,Buffalo County,Wisconsin,28.4,63969
18045,Fountain County,Indiana,27.2,63973
32017,Lincoln County,Nevada,24.6,63978
29019,Boone County,Missouri,27.4,63981
30087,Rosebud County,Montana,33.7,64003
04019,Pima County,Arizona,25.2,64007
47117,Marshall County,Tennessee,26.4,64013
26105,Mason County,Michigan,26.8,64014
04005,Coconino County,Arizona,22,64016
18169,Wabash County,Indiana,29.6,64025
13051,Chatham County,Georgia,29.1,64029
25013,Hampden County,Massachusetts,27.3,64030
39015,Brown County,Ohio,28.4,64034
20063,Gove County,Kansas,22.9,64037
12111,St. Lucie County,Florida,27,64038
51650,Hampton City,Virginia,35.1,64086
27015,Brown County,Minnesota,27.7,64093
46097,Miner County,South Dakota,26.4,64099
29031,Cape Girardeau County,Missouri,27.3,64118
36011,Cayuga County,New York,30.7,64129
17199,Williamson County,Illinois,26.9,64152
17015,Carroll County,Illinois,25.8,64157
02105,Hoonah-Angoon Census Area,Alaska,26.4,64181
04025,Yavapai County,Arizona,24.6,64187
41039,Lane County,Oregon,27.3,64192
31001,Adams County,Nebraska,33,64212
18077,Jefferson County,Indiana,30.3,64214
46077,Kingsbury County,South Dakota,28.5,64215
18101,Martin County,Indiana,30,64216
48223,Hopkins County,Texas,27.7,64249
31035,Clay County,Nebraska,30.2,64251
17039,De Witt County,Illinois,26.5,64262
47179,Washington County,Tennessee,28.2,64270
18105,Monroe County,Indiana,22.7,64299
06107,Tulare County,California,34.6,64313
27107,Norman County,Minnesota,25.7,64319
06027,Inyo County,California,23.8,64332
20115,Marion County,Kansas,27,64337
55053,Jackson County,Wisconsin,28.4,64344
51163,Rockbridge County,Virginia,23.9,64393
22011,Beauregard Parish,Louisiana,31.3,64394
21157,Marshall County,Kentucky,29.5,64395
42057,Fulton County,Pennsylvania,25.9,64405
31067,Gage County,Nebraska,32,64406
55141,Wood County,Wisconsin,28.8,64408
53023,Garfield County,Washington,31,64413
46069,Hyde County,South Dakota,24.6,64416
